4.0, 25.88593766914287483037 
4.25, 19.13861777952409237291 
4.50, 14.10181950641940154231 
4.75, 10.19483765849018540650 
5.00, 7.28559747842899539504 
5.25, 5.13711473123811120992 
5.50, 3.55801825707692542496 
5.75, 2.50321248875677939556 
6.00, 1.68862143484345113884 
6.25, 1.10421648543723774103 
6.50, .71330456836591940716 
6.75, .56840730708002226900 
7.00, .39293158000975388118 
7.25, .19748250020494328361 
7.50, .19535176393079445659 
7.75, .10458703884544680917 
8.00, .09403485329397671791 
8.25, .05074642706836101055 
8.50, .04839040586012852608 
8.75, .05859343160272237848 
9.00, .04610036019293141138 
9.25, .05428355853751510376 
9.50, .03686454597455755124 
9.75, .02082782129766449298 
10.00, .03353751246062089615 
10.25, .03120345365112523738 
10.50, .02669022789659197446 
10.75, .02349750818399802493 
11.00, .02426249499909531956 
11.25, .02198464495822544796 
11.50, .02009953326882708746 
11.75, .01776676650855527340 
12.00, .01690284751000633429 
12.25, .01726605272699289103 
12.50, .01422909028537357320 
12.75, .01289461219907838948 
13.00, .01190263453003014217 
13.25, .01091628843711411830 
13.50, .01000143324359375891 
13.75, .00917914264382941970 
14.00, .00845134910213752571 
14.25, .00771151674321335429 
14.50, .00714355007007257292 
14.75, .00659973508958487569 
15.00, .00599442023087930028 
15.25, .00554938331636480532 
15.50, .00513093766999616236 
15.75, .00471225153618595023 
16.00, .00436921411122548002 
16.25, .00408486762259408374 
16.50, .00379701824310941477 
16.75, .00354533188909940599 
17.00, .00331082754418337581 
17.25, .00309374774044809021 
17.50, .00295202196863155533 
17.75, .00270609815023548391 
18.00, .00252894758713959874 
18.25, .00237360075366440787 
18.50, .00222407648211219760 
18.75, .00209070613182319445 
19.00, .00195646513703532230 
19.25, .00183764253693232498 
19.50, .00172639555896967769 
19.75, .00162407299700690203 
